bus_name,phase_code,nominal_voltage_kv,voltage_type,geometry,in_service
sb2_p1uhs0_1247_node_2_14,ABC,7.19955785679463,line-to-ground,POINT(-97.7120989232976 30.4193119977915),1
p1udt276lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.715336295716 30.4318279364664),1
p1ulv29391,S1S2,0.120088855991442,line-to-ground,POINT(-97.7153232961152 30.4319940990806),1
p1udm971,S1S2,0.120088855991442,line-to-ground,POINT(-97.7152944280775 30.4318133568663),1
p1ulv279,S1S2,0.120088855991442,line-to-ground,POINT(-97.7153897832107 30.4316879747914),1
p1udt277lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7130057356135 30.4343110330936),1
p1ulv280,S1S2,0.120088855991442,line-to-ground,POINT(-97.7127261705092 30.4341909782781),1
p1udt285lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7289361456559 30.420154458386),1
p1ulv288,S1S2,0.120088855991442,line-to-ground,POINT(-97.7288513394196 30.4205772006008),1
p1ulv44605,S1S2,0.120088855991442,line-to-ground,POINT(-97.7288651411506 30.4203156696885),1
p1ulv63844,S1S2,0.120088855991442,line-to-ground,POINT(-97.7289206992307 30.4200455223939),1
p1udm995,S1S2,0.120088855991442,line-to-ground,POINT(-97.728988245137 30.4202560987926),1
p1ulv54648,S1S2,0.120088855991442,line-to-ground,POINT(-97.7290766134652 30.4200650862636),1
p1udm1017,S1S2,0.120088855991442,line-to-ground,POINT(-97.7285820595719 30.4276936748843),1
p1ulv295,S1S2,0.120088855991442,line-to-ground,POINT(-97.7285377253104 30.4279007704502),1
p1ulv65105,S1S2,0.120088855991442,line-to-ground,POINT(-97.728594108495 30.4275674712064),1
p1udt292lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7284405450703 30.4276826240513),1
p1udm1018,S1S2,0.120088855991442,line-to-ground,POINT(-97.7283952524431 30.42764674047),1
p1ulv42645,S1S2,0.120088855991442,line-to-ground,POINT(-97.7284071845645 30.4275295586064),1
p1ulv57055,S1S2,0.120088855991442,line-to-ground,POINT(-97.7283619137112 30.4278088284355),1
p1udm1038,S1S2,0.120088855991442,line-to-ground,POINT(-97.7137711495034 30.4264928863672),1
p1ulv301,S1S2,0.120088855991442,line-to-ground,POINT(-97.7139079063152 30.4263859589955),1
p1udt298lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7137926878313 30.4265190628764),1
p1udm1039,S1S2,0.120088855991442,line-to-ground,POINT(-97.7138842445811 30.4266022756416),1
p1ulv32558,S1S2,0.120088855991442,line-to-ground,POINT(-97.7137479609486 30.4266731160131),1
p1ulv34519,S1S2,0.120088855991442,line-to-ground,POINT(-97.7137888927607 30.4267276567984),1
p1udt301lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7270018974224 30.4141883323594),1
p1ulv28182,S1S2,0.120088855991442,line-to-ground,POINT(-97.7271878392629 30.4139832668022),1
p1udm1049,S1S2,0.120088855991442,line-to-ground,POINT(-97.7271327488581 30.4142173263456),1
p1ulv304,S1S2,0.120088855991442,line-to-ground,POINT(-97.7270728019644 30.4143007845526),1
p1ulv38275,S1S2,0.120088855991442,line-to-ground,POINT(-97.7272324532009 30.4140316525985),1
p1udm1052,S1S2,0.120088855991442,line-to-ground,POINT(-97.7269672548358 30.4141345062846),1
p1ulv42059,S1S2,0.120088855991442,line-to-ground,POINT(-97.7270954442571 30.4138831136163),1
p1udm1054,S1S2,0.120088855991442,line-to-ground,POINT(-97.7252645422069 30.4153811049131),1
p1ulv39557,S1S2,0.120088855991442,line-to-ground,POINT(-97.7250458282958 30.4153879922022),1
p1udt302lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7251645195541 30.4155405449292),1
p1udm1055,S1S2,0.120088855991442,line-to-ground,POINT(-97.7252093290579 30.4156241852393),1
p1ulv63225,S1S2,0.120088855991442,line-to-ground,POINT(-97.7250435998488 30.4155594063278),1
p1udm1053,S1S2,0.120088855991442,line-to-ground,POINT(-97.72518745481 30.4157051781254),1
p1ulv305,S1S2,0.120088855991442,line-to-ground,POINT(-97.7249902627261 30.415658137807),1
p1udm1056,S1S2,0.120088855991442,line-to-ground,POINT(-97.72710710515 30.4161931013669),1
p1ulv306,S1S2,0.120088855991442,line-to-ground,POINT(-97.7272418426591 30.4162395296812),1
p1udt303lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7271720047262 30.4160246189586),1
p1udm1058,S1S2,0.120088855991442,line-to-ground,POINT(-97.7271617285269 30.4159951291481),1
p1ulv56462,S1S2,0.120088855991442,line-to-ground,POINT(-97.7273488642381 30.4160149993523),1
p1udm1057,S1S2,0.120088855991442,line-to-ground,POINT(-97.7271524900413 30.4159048096343),1
p1ulv5344,S1S2,0.120088855991442,line-to-ground,POINT(-97.7270100863532 30.415924303233),1
p1udt305lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7287646402316 30.4185914065184),1
p1ulv308,S1S2,0.120088855991442,line-to-ground,POINT(-97.7286770623904 30.418761892129),1
p1ulv10395,S1S2,0.120088855991442,line-to-ground,POINT(-97.7285353034227 30.4184537314952),1
p1ulv38944,S1S2,0.120088855991442,line-to-ground,POINT(-97.7285116764465 30.4186700520236),1
p1udm1066,S1S2,0.120088855991442,line-to-ground,POINT(-97.728824903877 30.4186009187754),1
p1ulv47139,S1S2,0.120088855991442,line-to-ground,POINT(-97.7288020961862 30.4187540867356),1
p1udm1067,S1S2,0.120088855991442,line-to-ground,POINT(-97.7267865591214 30.4200337485694),1
p1ulv309,S1S2,0.120088855991442,line-to-ground,POINT(-97.72664128968 30.4199962399266),1
p1ulv43982,S1S2,0.120088855991442,line-to-ground,POINT(-97.7268903063455 30.4200618291879),1
p1udm1070,S1S2,0.120088855991442,line-to-ground,POINT(-97.7266378919891 30.4202578719891),1
p1ulv31937,S1S2,0.120088855991442,line-to-ground,POINT(-97.7264934425107 30.4201572106117),1
p1ulv65096,S1S2,0.120088855991442,line-to-ground,POINT(-97.7267315809726 30.4202587858124),1
p1udt306lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7267782555402 30.4199671074111),1
p1udm1069,S1S2,0.120088855991442,line-to-ground,POINT(-97.7270307881117 30.4196661897966),1
p1ulv22406,S1S2,0.120088855991442,line-to-ground,POINT(-97.7271690929306 30.4197154891714),1
p1udm1068,S1S2,0.120088855991442,line-to-ground,POINT(-97.7270733643712 30.4195944214365),1
p1ulv9780,S1S2,0.120088855991442,line-to-ground,POINT(-97.7272081064765 30.4196408498944),1
p1udm1073,S1S2,0.120088855991442,line-to-ground,POINT(-97.7228737730006 30.4174961760729),1
p1ulv310,S1S2,0.120088855991442,line-to-ground,POINT(-97.7227080423297 30.4174313941679),1
p1udt307lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7228694086662 30.4175611925298),1
p1udm1074,S1S2,0.120088855991442,line-to-ground,POINT(-97.7227779717081 30.41765765169),1
p1ulv44632,S1S2,0.120088855991442,line-to-ground,POINT(-97.7225703674377 30.4176105058108),1
p1udt308lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7144648411901 30.4180453082229),1
p1ulv43987,S1S2,0.120088855991442,line-to-ground,POINT(-97.7143838338633 30.4178820392228),1
p1udm1075,S1S2,0.120088855991442,line-to-ground,POINT(-97.7145070931388 30.4180095738527),1
p1ulv311,S1S2,0.120088855991442,line-to-ground,POINT(-97.7144775201281 30.4178829617742),1
p1ulv58858,S1S2,0.120088855991442,line-to-ground,POINT(-97.7145470758324 30.418136288422),1
p1udm1076,S1S2,0.120088855991442,line-to-ground,POINT(-97.7145800785927 30.4180012695768),1
p1ulv2240,S1S2,0.120088855991442,line-to-ground,POINT(-97.7146303527332 30.418137108373),1
p1udm1077,S1S2,0.120088855991442,line-to-ground,POINT(-97.7142668443506 30.4180703684145),1
p1ulv37671,S1S2,0.120088855991442,line-to-ground,POINT(-97.7142165707499 30.4179345294924),1
p1udm1079,S1S2,0.120088855991442,line-to-ground,POINT(-97.7141046666874 30.4185289399618),1
p1ulv47747,S1S2,0.120088855991442,line-to-ground,POINT(-97.7141476066324 30.418430110802),1
p1udt309lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7151692927242 30.4180540829287),1
p1ulv24992,S1S2,0.120088855991442,line-to-ground,POINT(-97.7150357365739 30.4181862136592),1
p1udm1081,S1S2,0.120088855991442,line-to-ground,POINT(-97.7152137639484 30.418106759513),1
p1ulv312,S1S2,0.120088855991442,line-to-ground,POINT(-97.7152679395743 30.4179448800779),1
p1ulv28192,S1S2,0.120088855991442,line-to-ground,POINT(-97.7151807620136 30.4182417785403),1
p1udm1084,S1S2,0.120088855991442,line-to-ground,POINT(-97.7150376280884 30.4180418655457),1
p1ulv34544,S1S2,0.120088855991442,line-to-ground,POINT(-97.7151125049257 30.4178892128515),1
p1udt310lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.714484552949 30.4186324436386),1
p1ulv7933,S1S2,0.120088855991442,line-to-ground,POINT(-97.7143822971313 30.4187933389348),1
p1ulv30050,S1S2,0.120088855991442,line-to-ground,POINT(-97.7145520452512 30.4185513916518),1
p1udm1085,S1S2,0.120088855991442,line-to-ground,POINT(-97.7143843079357 30.4186399691178),1
p1ulv313,S1S2,0.120088855991442,line-to-ground,POINT(-97.7144692410966 30.4185144846228),1
p1ulv13519,S1S2,0.120088855991442,line-to-ground,POINT(-97.7143197207547 30.4188017455995),1
p1udt311lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7143357862114 30.4194779732954),1
p1ulv31945,S1S2,0.120088855991442,line-to-ground,POINT(-97.7143301306606 30.419595864906),1
p1udm1089,S1S2,0.120088855991442,line-to-ground,POINT(-97.7144771684533 30.4194980608052),1
p1ulv314,S1S2,0.120088855991442,line-to-ground,POINT(-97.7145102901133 30.4193540202676),1
p1udm1090,S1S2,0.120088855991442,line-to-ground,POINT(-97.7142803294519 30.4194239390039),1
p1ulv2863,S1S2,0.120088855991442,line-to-ground,POINT(-97.7143342708357 30.4192801035592),1
p1udm3238,S1S2,0.120088855991442,line-to-ground,POINT(-97.7140938521017 30.4304661442506),1
p1ulv905,S1S2,0.120088855991442,line-to-ground,POINT(-97.7141513630697 30.4303251805247),1
p1udm3239,S1S2,0.120088855991442,line-to-ground,POINT(-97.7137103057102 30.4303360442704),1
p1ulv38249,S1S2,0.120088855991442,line-to-ground,POINT(-97.7137081745119 30.4304984355071),1
p1udt889lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7141836983404 30.4304585167923),1
p1udm3241,S1S2,0.120088855991442,line-to-ground,POINT(-97.7142594800252 30.4305399591735),1
p1ulv61920,S1S2,0.120088855991442,line-to-ground,POINT(-97.7141951207611 30.4306836916015),1
p1udm3240,S1S2,0.120088855991442,line-to-ground,POINT(-97.7144249898691 30.4306227956302),1
p1ulv58834,S1S2,0.120088855991442,line-to-ground,POINT(-97.7144997596796 30.4304791656155),1
p1udt890lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7159847630895 30.4321017588288),1
p1ulv19861,S1S2,0.120088855991442,line-to-ground,POINT(-97.7160209572532 30.431991941455),1
p1udm3242,S1S2,0.120088855991442,line-to-ground,POINT(-97.7160291226543 30.432163456961),1
p1ulv906,S1S2,0.120088855991442,line-to-ground,POINT(-97.7159648829967 30.43229816853),1
p1ulv37031,S1S2,0.120088855991442,line-to-ground,POINT(-97.7161069813989 30.4320587841645),1
p1udm3244,S1S2,0.120088855991442,line-to-ground,POINT(-97.7158533159361 30.4320714982691),1
p1ulv35148,S1S2,0.120088855991442,line-to-ground,POINT(-97.7158100165431 30.4321973928878),1
p1udm3246,S1S2,0.120088855991442,line-to-ground,POINT(-97.7156669802397 30.4319884586393),1
p1ulv61921,S1S2,0.120088855991442,line-to-ground,POINT(-97.7156164775768 30.4321441871414),1
p1udm3247,S1S2,0.120088855991442,line-to-ground,POINT(-97.7172710168461 30.4327441115129),1
p1ulv907,S1S2,0.120088855991442,line-to-ground,POINT(-97.7171749544329 30.4329236254477),1
p1ulv46519,S1S2,0.120088855991442,line-to-ground,POINT(-97.7173765454723 30.432636873771),1
p1udt891lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7173711581167 30.4327456059841),1
p1udm3248,S1S2,0.120088855991442,line-to-ground,POINT(-97.7174469442177 30.4328270466129),1
p1ulv3498,S1S2,0.120088855991442,line-to-ground,POINT(-97.7175213572903 30.4327104800725),1
p1ulv62572,S1S2,0.120088855991442,line-to-ground,POINT(-97.7174032922655 30.4329800070299),1
p1udm3251,S1S2,0.120088855991442,line-to-ground,POINT(-97.7150107327618 30.4359791438231),1
p1ulv908,S1S2,0.120088855991442,line-to-ground,POINT(-97.7154035316451 30.4361995603719),1
p1udt892lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7152778952309 30.4357319690817),1
p1udm3252,S1S2,0.120088855991442,line-to-ground,POINT(-97.7153680820357 30.4356311748912),1
p1ulv41411,S1S2,0.120088855991442,line-to-ground,POINT(-97.7151538896655 30.4353850420477),1
p1udm3279,S1S2,0.120088855991442,line-to-ground,POINT(-97.7262233507126 30.4209125022138),1
p1ulv917,S1S2,0.120088855991442,line-to-ground,POINT(-97.7260370265242 30.4208294776063),1
p1udm3280,S1S2,0.120088855991442,line-to-ground,POINT(-97.726265928129 30.4208407341626),1
p1ulv19225,S1S2,0.120088855991442,line-to-ground,POINT(-97.7263689728923 30.4209229459711),1
p1udt901lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7262219210037 30.4210117993015),1
p1udm3281,S1S2,0.120088855991442,line-to-ground,POINT(-97.7261591328378 30.4210472196367),1
p1ulv20523,S1S2,0.120088855991442,line-to-ground,POINT(-97.7259856088008 30.4210573853485),1
p1udt912lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7171999485651 30.4291541944005),1
p1ulv928,S1S2,0.120088855991442,line-to-ground,POINT(-97.7171181972479 30.4293048817732),1
p1udm3317,S1S2,0.120088855991442,line-to-ground,POINT(-97.7170683868243 30.4291329569031),1
p1ulv11004,S1S2,0.120088855991442,line-to-ground,POINT(-97.7169940941936 30.4292405015612),1
p1udt917lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7262966831263 30.4160204724417),1
p1ulv65117,S1S2,0.120088855991442,line-to-ground,POINT(-97.7264876926984 30.415790051252),1
p1udm3333,S1S2,0.120088855991442,line-to-ground,POINT(-97.7261427758828 30.4158949616326),1
p1ulv933,S1S2,0.120088855991442,line-to-ground,POINT(-97.7262488621228 30.4157426066541),1
p1udm3334,S1S2,0.120088855991442,line-to-ground,POINT(-97.726411780582 30.4160239072719),1
p1ulv50184,S1S2,0.120088855991442,line-to-ground,POINT(-97.7263690883281 30.4161046972848),1
p1ulv62596,S1S2,0.120088855991442,line-to-ground,POINT(-97.7265285102843 30.4158536100039),1
p1udm3337,S1S2,0.120088855991442,line-to-ground,POINT(-97.7238035923901 30.4156465434977),1
p1ulv934,S1S2,0.120088855991442,line-to-ground,POINT(-97.7236570390862 30.4157082714284),1
p1udm3338,S1S2,0.120088855991442,line-to-ground,POINT(-97.7237420753331 30.4155737586418),1
p1ulv12278,S1S2,0.120088855991442,line-to-ground,POINT(-97.7238540726704 30.4154908108298),1
p1udm3341,S1S2,0.120088855991442,line-to-ground,POINT(-97.7239162173732 30.4157920113852),1
p1ulv50832,S1S2,0.120088855991442,line-to-ground,POINT(-97.7237799559175 30.4158628629826),1
p1udt918lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.723979824572 30.4156934394845),1
p1udm3339,S1S2,0.120088855991442,line-to-ground,POINT(-97.7240226590312 30.4156125929325),1
p1ulv24367,S1S2,0.120088855991442,line-to-ground,POINT(-97.7240495031292 30.4156731797266),1
p1udm3340,S1S2,0.120088855991442,line-to-ground,POINT(-97.7242120231193 30.4154610535313),1
p1ulv49578,S1S2,0.120088855991442,line-to-ground,POINT(-97.7240782272206 30.4153424478128),1
p1udm3343,S1S2,0.120088855991442,line-to-ground,POINT(-97.7254662287005 30.4174854192062),1
p1ulv24368,S1S2,0.120088855991442,line-to-ground,POINT(-97.7256031947696 30.4173604351227),1
p1ulv32574,S1S2,0.120088855991442,line-to-ground,POINT(-97.7254130081383 30.4175751290175),1
p1udm3345,S1S2,0.120088855991442,line-to-ground,POINT(-97.7255593287485 30.4175314427706),1
p1ulv42061,S1S2,0.120088855991442,line-to-ground,POINT(-97.7254648216087 30.4175936807427),1
p1udt919lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7253353734959 30.4174564234535),1
p1udm3346,S1S2,0.120088855991442,line-to-ground,POINT(-97.7252903211759 30.4174024953178),1
p1ulv54645,S1S2,0.120088855991442,line-to-ground,POINT(-97.7252369832249 30.4175012268492),1
p1udm3342,S1S2,0.120088855991442,line-to-ground,POINT(-97.7252181578072 30.4173476530635),1
p1ulv935,S1S2,0.120088855991442,line-to-ground,POINT(-97.7253449489586 30.4172045240186),1
p1udm3347,S1S2,0.120088855991442,line-to-ground,POINT(-97.7255175989104 30.4167370166747),1
p1ulv65118,S1S2,0.120088855991442,line-to-ground,POINT(-97.7256205216008 30.4168282507801),1
p1udt921lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7274464429627 30.4189522072841),1
p1ulv937,S1S2,0.120088855991442,line-to-ground,POINT(-97.7273225091004 30.4188479464768),1
p1udm3351,S1S2,0.120088855991442,line-to-ground,POINT(-97.7275835720973 30.4187873306359),1
p1ulv939,S1S2,0.120088855991442,line-to-ground,POINT(-97.7276972597725 30.4188515992494),1
p1ulv18577,S1S2,0.120088855991442,line-to-ground,POINT(-97.7274392407994 30.4186776485168),1
p1udm3354,S1S2,0.120088855991442,line-to-ground,POINT(-97.7276261475529 30.4187155620636),1
p1ulv40199,S1S2,0.120088855991442,line-to-ground,POINT(-97.727739835176 30.4187798306392),1
p1udm3353,S1S2,0.120088855991442,line-to-ground,POINT(-97.7272541956607 30.4192984275211),1
p1ulv37662,S1S2,0.120088855991442,line-to-ground,POINT(-97.7271097469002 30.4191977668335),1
p1udm3355,S1S2,0.120088855991442,line-to-ground,POINT(-97.7248847543273 30.4189685259003),1
p1ulv938,S1S2,0.120088855991442,line-to-ground,POINT(-97.7249869315268 30.41884036661),1
p1ulv52759,S1S2,0.120088855991442,line-to-ground,POINT(-97.7247793662975 30.4190667487962),1
p1udm3357,S1S2,0.120088855991442,line-to-ground,POINT(-97.7250709566992 30.4190605738387),1
p1ulv51436,S1S2,0.120088855991442,line-to-ground,POINT(-97.7251460535576 30.4188898714049),1
p1udt922lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7248430922154 30.4189591547683),1
p1udm3356,S1S2,0.120088855991442,line-to-ground,POINT(-97.7245329353979 30.4188026762399),1
p1ulv26902,S1S2,0.120088855991442,line-to-ground,POINT(-97.7244689514352 30.4189193492683),1
p1udt923lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7276896121083 30.4199722679846),1
p1ulv940,S1S2,0.120088855991442,line-to-ground,POINT(-97.7277262565276 30.4198263594667),1
p1udm3360,S1S2,0.120088855991442,line-to-ground,POINT(-97.7275367719128 30.4199869255807),1
p1ulv22405,S1S2,0.120088855991442,line-to-ground,POINT(-97.72751794255 30.4198333520678),1
p1udm3361,S1S2,0.120088855991442,line-to-ground,POINT(-97.725766744464 30.4199967295499),1
p1ulv941,S1S2,0.120088855991442,line-to-ground,POINT(-97.725628674523 30.4199293851161),1
p1udt924lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7258143774038 30.4198521781045),1
p1udm3362,S1S2,0.120088855991442,line-to-ground,POINT(-97.725877994068 30.4194474162109),1
p1ulv52761,S1S2,0.120088855991442,line-to-ground,POINT(-97.7258138939961 30.4195731117141),1
p1udm3367,S1S2,0.120088855991442,line-to-ground,POINT(-97.716596315367 30.4166766903817),1
p1ulv943,S1S2,0.120088855991442,line-to-ground,POINT(-97.7165322055154 30.4168023810904),1
p1ulv28191,S1S2,0.120088855991442,line-to-ground,POINT(-97.7166707164402 30.4165601237229),1
p1ulv60075,S1S2,0.120088855991442,line-to-ground,POINT(-97.7165524341027 30.4168476945798),1
p1udt926lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7166310710673 30.4167214972868),1
p1udm3368,S1S2,0.120088855991442,line-to-ground,POINT(-97.7168349067626 30.4167421960966),1
p1ulv19247,S1S2,0.120088855991442,line-to-ground,POINT(-97.7168574963923 30.4166070742331),1
p1ulv21811,S1S2,0.120088855991442,line-to-ground,POINT(-97.7167498601365 30.4168767040599),1
p1udm3372,S1S2,0.120088855991442,line-to-ground,POINT(-97.7148354794466 30.4199617575005),1
p1ulv944,S1S2,0.120088855991442,line-to-ground,POINT(-97.7146070550374 30.4199143939802),1
p1udt927lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7147966572426 30.4200599780242),1
p1udm3374,S1S2,0.120088855991442,line-to-ground,POINT(-97.714854288889 30.4201153322727),1
p1ulv38293,S1S2,0.120088855991442,line-to-ground,POINT(-97.7146598279933 30.4201342997359),1
p1udm3373,S1S2,0.120088855991442,line-to-ground,POINT(-97.7148637527516 30.4201876087803),1
p1ulv31946,S1S2,0.120088855991442,line-to-ground,POINT(-97.7150101997874 30.4201349128684),1
p1udt1523lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.718299462541 30.4297315995371),1
p1ulv38918,S1S2,0.120088855991442,line-to-ground,POINT(-97.7182253112377 30.4298390875525),1
p1udm5574,S1S2,0.120088855991442,line-to-ground,POINT(-97.7183514213783 30.429750096838),1
p1ulv1579,S1S2,0.120088855991442,line-to-ground,POINT(-97.7182771296342 30.4298576422435),1
p1ulv49573,S1S2,0.120088855991442,line-to-ground,POINT(-97.7184161278473 30.4295792968885),1
p1ulv57648,S1S2,0.120088855991442,line-to-ground,POINT(-97.7184680641054 30.4295888297482),1
p1udm5577,S1S2,0.120088855991442,line-to-ground,POINT(-97.7181756166051 30.4296581413032),1
p1ulv50157,S1S2,0.120088855991442,line-to-ground,POINT(-97.7181010887602 30.4297837301102),1
p1udt1530lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7284087058715 30.4233881054182),1
p1ulv1586,S1S2,0.120088855991442,line-to-ground,POINT(-97.7285660527355 30.4233083728934),1
p1udm5598,S1S2,0.120088855991442,line-to-ground,POINT(-97.7283767965389 30.4234508963976),1
p1ulv38928,S1S2,0.120088855991442,line-to-ground,POINT(-97.7285333010464 30.423425352071),1
p1udm5599,S1S2,0.120088855991442,line-to-ground,POINT(-97.7283583164504 30.4232702576384),1
p1ulv61932,S1S2,0.120088855991442,line-to-ground,POINT(-97.7281915189725 30.4232866785406),1
p1udt1533lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.729372420944 30.4253464440088),1
p1ulv40180,S1S2,0.120088855991442,line-to-ground,POINT(-97.7292671706447 30.4254446129958),1
p1udm5607,S1S2,0.120088855991442,line-to-ground,POINT(-97.7291656391508 30.4252451199668),1
p1ulv1590,S1S2,0.120088855991442,line-to-ground,POINT(-97.7290802504351 30.4254067014552),1
p1udm5608,S1S2,0.120088855991442,line-to-ground,POINT(-97.7290104184983 30.425171425205),1
p1ulv32553,S1S2,0.120088855991442,line-to-ground,POINT(-97.7290638741345 30.4250636704584),1
p1udm5609,S1S2,0.120088855991442,line-to-ground,POINT(-97.7294139693044 30.4253648355732),1
p1ulv37645,S1S2,0.120088855991442,line-to-ground,POINT(-97.7293048987085 30.4254692129452),1
p1ulv38930,S1S2,0.120088855991442,line-to-ground,POINT(-97.7294572480406 30.4252389357292),1
p1udm5612,S1S2,0.120088855991442,line-to-ground,POINT(-97.7294967851343 30.4254017334076),1
p1ulv41423,S1S2,0.120088855991442,line-to-ground,POINT(-97.7295817055089 30.4252762388209),1
p1udt1534lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.7279328803282 30.4274881959844),1
p1ulv6656,S1S2,0.120088855991442,line-to-ground,POINT(-97.7277292033261 30.4276222042044),1
p1udm5613,S1S2,0.120088855991442,line-to-ground,POINT(-97.7280532219503 30.4275261098334),1
p1ulv1591,S1S2,0.120088855991442,line-to-ground,POINT(-97.7279268890464 30.427633153864),1
p1ulv58842,S1S2,0.120088855991442,line-to-ground,POINT(-97.7281276183712 30.427409536679),1
p1udm5616,S1S2,0.120088855991442,line-to-ground,POINT(-97.7279094630035 30.4273713190485),1
p1ulv65106,S1S2,0.120088855991442,line-to-ground,POINT(-97.7277318965327 30.4274147030604),1
p1udm5619,S1S2,0.120088855991442,line-to-ground,POINT(-97.7143570935476 30.4270671021209),1
p1ulv31275,S1S2,0.120088855991442,line-to-ground,POINT(-97.7144911293932 30.4271676742331),1
p1udm5618,S1S2,0.120088855991442,line-to-ground,POINT(-97.7142870595633 30.4268498625118),1
p1ulv1594,S1S2,0.120088855991442,line-to-ground,POINT(-97.7142335868623 30.4269576106848),1
p1udt1536lv,S1S2,0.120088855991442,line-to-ground,POINT(-97.71429952059 30.4271993789471),1
p1udm5620,S1S2,0.120088855991442,line-to-ground,POINT(-97.7141977399902 30.4273091509588),1
p1ulv34521,S1S2,0.120088855991442,line-to-ground,POINT(-97.7143950678218 30.4273471862817),1
p1ulv62594,S1S2,0.120088855991442,line-to-ground,POINT(-97.7140634675649 30.4272266220326),1
p1udm5621,S1S2,0.120088855991442,line-to-ground,POINT(-97.7141020327907 30.4274615975458),1
p1ulv59464,S1S2,0.120088855991442,line-to-ground,POINT(-97.7142778296703 30.4275535583763),1
